title,author,aff,university_affiliation,university_country,company_affiliation,company_country,abstract,site,oa,pdf,project,github,arxiv,track,status,ieee_link,ieee_keywords,ieee_index_terms,ieee_author_keywords,ieee_citations,ieee_abstract
Depth-Induced Multi-Scale Recurrent Attention Network for Saliency Detection,"Yongri Piao, Wei Ji, Jingjing Li, Miao Zhang, Huchuan Lu","Dalian University of Technology, China",100.0,china,0.0,,"In this work, we propose a novel depth-induced multi-scale recurrent attention network for saliency detection. It achieves dramatic performance especially in complex scenarios. There are three main contributions of our network that are experimentally demonstrated to have significant practical merits. First, we design an effective depth refinement block using residual connections to fully extract and fuse multi-level paired complementary cues from RGB and depth streams. Second, depth cues with abundant spatial information are innovatively combined with multi-scale context features for accurately locating salient objects. Third, we boost our model's performance by a novel recurrent attention module inspired by Internal Generative Mechanism of human brain. This module can generate more accurate saliency results via comprehensively learning the internal semantic relation of the fused feature and progressively optimizing local details with memory-oriented scene understanding. In addition, we create a large scale RGB-D dataset containing more complex scenarios, which can contribute to comprehensively evaluating saliency models. Extensive experiments on six public datasets and ours demonstrate that our method can accurately identify salient objects and achieve consistently superior performance over 16 state-of-the-art RGB and RGB-D approaches.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Piao_Depth-Induced_Multi-Scale_Recurrent_Attention_Network_for_Saliency_Detection_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Piao_Depth-Induced_Multi-Scale_Recurrent_Attention_Network_for_Saliency_Detection_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9010728/,"['Random access memory', 'Feature extraction', 'Semantics', 'Saliency detection', 'Fuses', 'Frequency modulation', 'Task analysis']","['Multi-scale Network', 'Saliency Detection', 'Recurrent Attention', 'Complex Scenarios', 'Multi-scale Features', 'Local Details', 'Internal Relationships', 'Depth Perception', 'Salient Object', 'Saliency Models', 'Convolutional Layers', 'Feature Information', 'Convolution Operation', 'Pooling Layer', 'Multiple Objects', 'Softmax Function', 'Handcrafted Features', 'Depth Information', 'Precision-recall Curve', 'Salient Object Detection', 'Weight Space', 'Saliency Map', 'RGB Features', 'Fusion Strategy', 'Salient Regions', 'Ablation Analysis', 'Depth Features', 'Attention Block', 'Complex Background']",,312,"In this work, we propose a novel depth-induced multi-scale recurrent attention network for saliency detection. It achieves dramatic performance especially in complex scenarios. There are three main contributions of our network that are experimentally demonstrated to have significant practical merits. First, we design an effective depth refinement block using residual connections to fully extract and fuse multi-level paired complementary cues from RGB and depth streams. Second, depth cues with abundant spatial information are innovatively combined with multi-scale context features for accurately locating salient objects. Third, we boost our model's performance by a novel recurrent attention module inspired by Internal Generative Mechanism of human brain. This module can generate more accurate saliency results via comprehensively learning the internal semantic relation of the fused feature and progressively optimizing local details with memory-oriented scene understanding. In addition, we create a large scale RGB-D dataset containing more complex scenarios, which can contribute to comprehensively evaluating saliency models. Extensive experiments on six public datasets and ours demonstrate that our method can accurately identify salient objects and achieve consistently superior performance over 16 state-of-the-art RGB and RGB-D approaches."
Detecting 11K Classes: Large Scale Object Detection Without Fine-Grained Bounding Boxes,"Hao Yang, Hao Wu, Hao Chen",Amazon Web Services,0.0,,100.0,USA,"Recent advances in deep learning greatly boost the performance of object detection. State-of-the-art methods such as Faster-RCNN, FPN and R-FCN have achieved high accuracy in challenging benchmark datasets. However, these methods require fully annotated object bounding boxes for training, which are incredibly hard to scale up due to the high annotation cost. Weakly-supervised methods, on the other hand, only require image-level labels for training, but the performance is far below their fully-supervised counterparts. In this paper, we propose a semi-supervised large scale fine-grained detection method, which only needs bounding box annotations of a smaller number of coarse-grained classes and image-level labels of large scale fine-grained classes, and can detect all classes at nearly fully-supervised accuracy. We achieve this by utilizing the correlations between coarse-grained and fine-grained classes with shared backbone, soft-attention based proposal re-ranking, and a dual-level memory module. Experiment results show that our methods can achieve close accuracy on object detection to state-of-the-art fully-supervised methods on two large scale datasets, ImageNet and OpenImages, with only a small fraction of fully annotated classes.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Yang_Detecting_11K_Classes_Large_Scale_Object_Detection_Without_Fine-Grained_Bounding_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Yang_Detecting_11K_Classes_Large_Scale_Object_Detection_Without_Fine-Grained_Bounding_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9009848/,"['Correlation', 'Proposals', 'Object detection', 'Visualization', 'Detectors', 'Semantics', 'Training']","['Object Detection', 'Bounding Box', 'Large-scale Object', 'Large-scale Object Detection', 'Deep Learning', 'Detection Methods', 'Large-scale Datasets', 'Semi-supervised Methods', 'Memory Module', 'Bounding Box Annotations', 'Image-level Labels', 'Intersection Over Union', 'Average Pooling', 'Object Relations', 'Semi-supervised Learning', 'ImageNet Dataset', 'Attention Map', 'Region Proposal Network', 'Visual Similarity', 'Chihuahua', 'Fine-grained Data', 'Semantic Correlation', 'Two-stage Detectors', 'Background Class', 'Fine-grained Image', 'Multi-task Training', 'WordNet', 'One-stage Methods', 'Feature Pooling', 'Fine-grained Level']",,12,"Recent advances in deep learning greatly boost the performance of object detection. State-of-the-art methods such as Faster-RCNN, FPN and R-FCN have achieved high accuracy in challenging benchmark datasets. However, these methods require fully annotated object bounding boxes for training, which are incredibly hard to scale up due to the high annotation cost. Weakly-supervised methods, on the other hand, only require image-level labels for training, but the performance is far below their fully-supervised counterparts. In this paper, we propose a semi-supervised large scale fine-grained detection method, which only needs bounding box annotations of a smaller number of coarse-grained classes and image-level labels of large scale fine-grained classes, and can detect all classes at nearly fully-supervised accuracy. We achieve this by utilizing the correlations between coarse-grained and fine-grained classes with shared backbone, soft-attention based proposal re-ranking, and a dual-level memory module. Experiment results show that our methods can achieve close accuracy on object detection to state-of-the-art fully-supervised methods on two large scale datasets, ImageNet and OpenImages, with only a small fraction of fully annotated classes."
Detecting Photoshopped Faces by Scripting Photoshop,"Sheng-Yu Wang, Oliver Wang, Andrew Owens, Richard Zhang, Alexei A. Efros",Adobe Research; UC Berkeley,50.0,usa,50.0,USA,"Most malicious photo manipulations are created using standard image editing tools, such as Adobe Photoshop. We present a method for detecting one very popular Photoshop manipulation -- image warping applied to human faces -- using a model trained entirely using fake images that were automatically generated by scripting Photoshop itself. We show that our model outperforms humans at the task of recognizing manipulated images, can predict the specific location of edits, and in some cases can be used to ""undo"" a manipulation to reconstruct the original, unedited image. We demonstrate that the system can be successfully applied to artist-created image manipulations.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Wang_Detecting_Photoshopped_Faces_by_Scripting_Photoshop_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Detecting_Photoshopped_Faces_by_Scripting_Photoshop_ICCV_2019_paper.pdf,,https://peterwang512.github.io/FALdetector,,main,Poster,https://ieeexplore.ieee.org/document/9010719/,"['Tools', 'Training', 'Flickr', 'Forensics', 'Task analysis', 'Image reconstruction', 'Visualization']","['Use Of Imaging', 'Image Editing', 'Warped Image', 'Fake Images', 'Semantic', 'Supplemental Material', 'Validation Set', 'Flow Field', 'Average Precision', 'Peak Signal-to-noise Ratio', 'Optical Flow', 'Localization Prediction', 'Low-resolution Images', 'Reconstruction Loss', 'Use Of Face', 'Open Image', 'Professional Artists', 'Real Faces', 'JPEG Compression', 'Deepfake', 'Subtle Manipulation', 'Endpoint Error', 'Warp Field', 'Large Image Datasets', 'Training Data', 'Random Sampling', 'High-resolution Model', 'High-level Semantics', 'Facial Expressions']",,75,"Most malicious photo manipulations are created using standard image editing tools, such as Adobe Photoshop. We present a method for detecting one very popular Photoshop manipulation -- image warping applied to human faces -- using a model trained entirely using fake images that were automatically generated by scripting Photoshop itself. We show that our model outperforms humans at the task of recognizing manipulated images, can predict the specific location of edits, and in some cases can be used to ""undo"" a manipulation to reconstruct the original, unedited image. We demonstrate that the system can be successfully applied to artist-created image manipulations."
Detecting Unseen Visual Relations Using Analogies,"Julia Peyre, Ivan Laptev, Cordelia Schmid, Josef Sivic","D´epartement d’informatique de l’ENS, Ecole normale supérieure, CNRS, PSL Research University, 75005 Paris, France; INRIA; Czech Institute of Informatics, Robotics and Cybernetics at the Czech Technical University in Prague.; INRIA; Univ. Grenoble Alpes, Inria, CNRS, Grenoble INP, LJK, 38000 Grenoble, France.; D´epartement d’informatique de l’ENS, Ecole normale supérieure, CNRS, PSL Research University, 75005 Paris, France; INRIA",100.0,"Czech Republic, France",0.0,,"We seek to detect visual relations in images of the form of triplets t = (subject, predicate, object), such as ""person riding dog"", where training examples of the individual entities are available but their combinations are unseen at training. This is an important set-up due to the combinatorial nature of visual relations : collecting sufficient training data for all possible triplets would be very hard. The contributions of this work are three-fold. First, we learn a representation of visual relations that combines (i) individual embeddings for subject, object and predicate together with (ii) a visual phrase embedding that represents the relation triplet. Second, we learn how to transfer visual phrase embeddings from existing training triplets to unseen test triplets using analogies between relations that involve similar objects. Third, we demonstrate the benefits of our approach on three challenging datasets : on HICO-DET, our model achieves significant improvement over a strong baseline for both frequent and unseen triplets, and we observe similar improvement for the retrieval of unseen triplets with out-of-vocabulary predicates on the COCO-a dataset as well as the challenging unusual triplets in the UnRel dataset.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Peyre_Detecting_Unseen_Visual_Relations_Using_Analogies_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Peyre_Detecting_Unseen_Visual_Relations_Using_Analogies_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9010418/,"['Visualization', 'Detectors', 'Training', 'Training data', 'Dogs', 'Computational modeling', 'Vocabulary']","['Training Data', 'Training Examples', 'Challenging Dataset', 'Related Images', 'Individual Entities', 'Triplet Formation', 'Visual Representation', 'Object Detection', 'Visual Features', 'Bounding Box', 'Latent Space', 'Spatial Configuration', 'Composite Model', 'Word Embedding', 'Appearance Features', 'Subject And Object', 'Word2vec', 'Language Representation', 'Unigram', 'Candidate Objects', 'Benefit Transfer', 'Candidate Pairs', 'ReLU Nonlinearity', 'Representation Of Composition', 'Object Boxes', 'Objective Scores', 'Visual Detection', 'Parallel Model', 'Evaluation Dataset']",,77,"We seek to detect visual relations in images of the form of triplets t = (subject, predicate, object), such as “person riding dog”, where training examples of the individual entities are available but their combinations are unseen at training. This is an important set-up due to the combinatorial nature of visual relations : collecting sufficient training data for all possible triplets would be very hard. The contributions of this work are three-fold. First, we learn a representation of visual relations that combines (i) individual embeddings for subject, object and predicate together with (ii) a visual phrase embedding that represents the relation triplet. Second, we learn how to transfer visual phrase embeddings from existing training triplets to unseen test triplets using analogies between relations that involve similar objects. Third, we demonstrate the benefits of our approach on three challenging datasets : on HICO-DET, our model achieves significant improvement over a strong baseline for both frequent and unseen triplets, and we observe similar improvement for the retrieval of unseen triplets with out-of-vocabulary predicates on the COCO-a dataset as well as the challenging unusual triplets in the UnRel dataset."
Detecting the Unexpected via Image Resynthesis,"Krzysztof Lis, Krishna Nakka, Pascal Fua, Mathieu Salzmann","Computer Vision Laboratory, EPFL",100.0,switzerland,0.0,,"Classical semantic segmentation methods, including the recent deep learning ones, assume that all classes observed at test time have been seen during training. In this paper, we tackle the more realistic scenario where unexpected objects of unknown classes can appear at test time. The main trends in this area either leverage the notion of prediction uncertainty to flag the regions with low confidence as unknown, or rely on autoencoders and highlight poorly-decoded regions. Having observed that, in both cases, the detected regions typically do not correspond to unexpected objects, in this paper, we introduce a drastically different strategy: It relies on the intuition that the network will produce spurious labels in regions depicting unexpected objects. Therefore, resynthesizing the image from the resulting semantic map will yield significant appearance differences with respect to the input image. In other words, we translate the problem of detecting unknown classes to one of identifying poorly-resynthesized image regions. We show that this outperforms both uncertainty- and autoencoder-based methods.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Lis_Detecting_the_Unexpected_via_Image_Resynthesis_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Lis_Detecting_the_Unexpected_via_Image_Resynthesis_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9010663/,"['Semantics', 'Image segmentation', 'Uncertainty', 'Training', 'Roads', 'Bayes methods', 'Feature extraction']","['Deep Learning', 'Input Image', 'Semantic Segmentation', 'Trends In Area', 'Semantic Map', 'Semantic Segmentation Methods', 'False Positive', 'Receiver Operating Characteristic Curve', 'Segmentation Algorithm', 'Anomaly Detection', 'Synthetic Images', 'Semantic Network', 'Semantic Labels', 'Attack Detection', 'Adversarial Attacks', 'Semantic Segmentation Network', 'Adversarial Examples', 'Unknown Objects', 'Instance Labels', 'Construction Equipment', 'Anomaly Score']",,101,"Classical semantic segmentation methods, including the recent deep learning ones, assume that all classes observed at test time have been seen during training. In this paper, we tackle the more realistic scenario where unexpected objects of unknown classes can appear at test time. The main trends in this area either leverage the notion of prediction uncertainty to flag the regions with low confidence as unknown, or rely on autoencoders and highlight poorly-decoded regions. Having observed that, in both cases, the detected regions typically do not correspond to unexpected objects, in this paper, we introduce a drastically different strategy: It relies on the intuition that the network will produce spurious labels in regions depicting unexpected objects. Therefore, resynthesizing the image from the resulting semantic map will yield significant appearance differences with respect to the input image. In other words, we translate the problem of detecting unknown classes to one of identifying poorly-resynthesized image regions. We show that this outperforms both uncertainty- and autoencoder-based methods."
DewarpNet: Single-Image Document Unwarping With Stacked 3D and 2D Regression Networks,"Sagnik Das, Ke Ma, Zhixin Shu, Dimitris Samaras, Roy Shilkrot",Stony Brook University,100.0,usa,0.0,,"Capturing document images with hand-held devices in unstructured environments is a common practice nowadays. However, ""casual"" photos of documents are usually unsuitable for automatic information extraction, mainly due to physical distortion of the document paper, as well as various camera positions and illumination conditions. In this work, we propose DewarpNet, a deep-learning approach for document image unwarping from a single image. Our insight is that the 3D geometry of the document not only determines the warping of its texture but also causes the illumination effects. Therefore, our novelty resides on the explicit modeling of 3D shape for document paper in an end-to-end pipeline. Also, we contribute the largest and most comprehensive dataset for document image unwarping to date - Doc3D. This dataset features multiple ground-truth annotations, including 3D shape, surface normals, UV map, albedo image, etc. Training with Doc3D, we demonstrate state-of-the-art performance for DewarpNet with extensive qualitative and quantitative evaluations. Our network also significantly improves OCR performance on captured document images, decreasing character error rate by 42% on average. Both the code and the dataset are released.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Das_DewarpNet_Single-Image_Document_Unwarping_With_Stacked_3D_and_2D_Regression_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Das_DewarpNet_Single-Image_Document_Unwarping_With_Stacked_3D_and_2D_Regression_ICCV_2019_paper.pdf,https://www.cs.stonybrook.edu/~cvl/dewarpnet.html,,,main,Poster,https://ieeexplore.ieee.org/document/9010747/,"['Three-dimensional displays', 'Shape', 'Cameras', 'Strain', 'Lighting', 'Rendering (computer graphics)', 'Deformable models']","['Stacked 3D', 'Deep Learning', 'Illumination Conditions', '3D Shape', 'Camera Position', 'Optical Character Recognition', 'Multiple Annotations', 'Surface Normals', 'Model Parameters', 'Convolutional Neural Network', 'Input Image', 'Point Cloud', 'Depth Map', '3D Coordinates', 'Depth Camera', 'Real-world Images', 'Shape Representation', 'Natural Cubic Spline', 'Multi-view Images', 'Warped Image', 'Refinement Network', 'Inexpensive Sensors', 'Texture Map', 'Rich Annotations', 'Low-dimensional Model', 'Camera Viewpoint', 'Forward Mapping', 'Image Gradient', 'Text Lines']",,45,"Capturing document images with hand-held devices in unstructured environments is a common practice nowadays. However, ""casual"" photos of documents are usually unsuitable for automatic information extraction, mainly due to physical distortion of the document paper, as well as various camera positions and illumination conditions. In this work, we propose DewarpNet, a deep-learning approach for document image unwarping from a single image. Our insight is that the 3D geometry of the document not only determines the warping of its texture but also causes the illumination effects. Therefore, our novelty resides on the explicit modeling of 3D shape for document paper in an end-to-end pipeline. Also, we contribute the largest and most comprehensive dataset for document image unwarping to date - Doc3D. This dataset features multiple ground-truth annotations, including 3D shape, surface normals, UV map, albedo image, etc. Training with Doc3D, we demonstrate state-of-the-art performance for DewarpNet with extensive qualitative and quantitative evaluations. Our network also significantly improves OCR performance on captured document images, decreasing character error rate by 42% on average. Both the code and the dataset are released."
Differentiable Kernel Evolution,"Yu Liu, Jihao Liu, Ailing Zeng, Xiaogang Wang","1CUHK-SenseTime Joint Laboratory, 3The Chinese University of Hong Kong; 2SenseTime Research; 3The Chinese University of Hong Kong",66.66666666666666,"Hong Kong, china",33.33333333333334,China,"This paper proposes a differentiable kernel evolution (DKE) algorithm to find a better layer-operator for the convolutional neural network. Unlike most of the other neural architecture searching (NAS) technologies, we consider the searching space in a fundamental scope: kernel space, which encodes the assembly of basic multiply-accumulate (MAC) operations into a conv-kernel. We first deduce a strict form of the generalized convolutional operator by some necessary constraints and construct a continuous searching space for its extra freedom-of-degree, namely, the connection of each MAC. Then a novel unsupervised greedy evolution algorithm called gradient agreement guided searching (GAGS) is proposed to learn the optimal location for each MAC in the spatially continuous searching space. We leverage DKE on multiple kinds of tasks such as object classification, face/object detection, large-scale fine-grained and recognition, with various kinds of backbone architecture. Not to mention the consistent performance gain, we found the proposed DKE can further act as an auto-dilated operator, which makes it easy to boost the performance of miniaturized neural networks in multiple tasks.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Liu_Differentiable_Kernel_Evolution_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Differentiable_Kernel_Evolution_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9009451/,"['Kernel', 'Task analysis', 'Convolution', 'Shape', 'Object detection', 'Neural networks', 'Interpolation']","['Neural Network', 'Convolutional Neural Network', 'Evolutionary Algorithms', 'Search Space', 'Convolution Operation', 'Neural Architecture', 'Multiple Tasks', 'Neural Architecture Search', 'Hyperparameters', 'Convolutional Layers', 'Partial Differential', 'Feature Maps', 'Search Algorithm', 'Object Detection', 'Receptive Field', 'ImageNet', 'Face Recognition', 'Convolution Kernel', 'Backbone Network', 'Input Channels', 'Kernel Shape', 'Interpolation Function', 'Face Detection', 'Conventional Convolution', 'Ideal Operation', 'Discrete Space', 'Attention Scores', 'Field Gradient', 'Equality Constraints', 'Deformable Convolution']",,3,"This paper proposes a differentiable kernel evolution (DKE) algorithm to find a better layer-operator for the convolutional neural network. Unlike most of the other neural architecture searching (NAS) technologies, we consider the searching space in a fundamental scope: kernel space, which encodes the assembly of basic multiplyaccumulate (MAC) operations into a conv-kernel. We first deduce a strict form of the generalized convolutional operator by some necessary constraints and construct a continuous searching space for its extra freedom-of-degree, namely, the connection of each MAC. Then a novel unsupervised greedy evolution algorithm called gradient agreement guided searching (GAGS) is proposed to learn the optimal location for each MAC in the spatially continuous searching space. We leverage DKE on multiple kinds of tasks such as object classification, face/object detection, large-scale finegrained and recognition, with various kinds of backbone architecture. Not to mention the consistent performance gain, we found the proposed DKE can further act as an autodilated operator, which makes it easy to boost the performance of miniaturized neural networks in multiple tasks."
Differentiable Learning-to-Group Channels via Groupable Convolutional Neural Networks,"Zhaoyang Zhang, Jingyu Li, Wenqi Shao, Zhanglin Peng, Ruimao Zhang, Xiaogang Wang, Ping Luo","The University of Hong Kong; CUHK-SenseTime Joint Laboratory, The Chinese University of Hong Kong; SenseTime Research",66.66666666666666,"Hong Kong, china",33.33333333333334,China,"Group convolution, which divides the channels of ConvNets into groups, has achieved impressive improvement over the regular convolution operation. However, existing models, e.g. ResNext, still suffers from the sub-optimal performance due to manually defining the number of groups as a constant over all of the layers. Toward addressing this issue, we present Groupable ConvNet (GroupNet) built by using a novel dynamic grouping convolution (DGConv) operation, which is able to learn the number of groups in an end-to-end manner. The proposed approach has several appealing benefits. (1) DGConv provides a unified convolution representation and covers many existing convolution operations such as regular dense convolution, group convolution, and depthwise convolution. (2) DGConv is a differentiable and flexible operation which learns to perform various convolutions from training data. (3) GroupNet trained with DGConv learns different number of groups for different convolution layers. Extensive experiments demonstrate that GroupNet outperforms its counterparts such as ResNet and ResNeXt in terms of accuracy and computational complexity. We also present introspection and reproducibility study, for the first time, showing the learning dynamics of training group numbers.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Zhang_Differentiable_Learning-to-Group_Channels_via_Groupable_Convolutional_Neural_Networks_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhang_Differentiable_Learning-to-Group_Channels_via_Groupable_Convolutional_Neural_Networks_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/abstract/document/9008243/,"['Convolution', 'Manganese', 'Training', 'Computer architecture', 'Kernel', 'Network architecture', 'Convolutional neural networks']","['Computational Complexity', 'Convolutional Layers', 'Convolution Operation', 'Depthwise Convolution', 'Group Convolution', 'Deep Network', 'Cardinality', 'Feature Maps', 'Resource Constraints', 'Network Layer', 'Lower Layer', 'Stochastic Gradient Descent', 'Neural Architecture', 'Relationship Matrix', 'Group Learning', 'Submatrix', 'Binary Matrix', 'Sign Function', 'Block Diagonal Matrix', 'Extra Parameters', 'Top-1 Accuracy', 'Neural Architecture Search', 'Matrix Of Ones', 'Automatic Differentiation', 'Strong Representation', 'Kronecker Product', 'Convolution Kernel']",,24,"Group convolution, which divides the channels of ConvNets into groups, has achieved impressive improvement over the regular convolution operation. However, existing models, \eg ResNext, still suffers from the sub-optimal performance due to manually defining the number of groups as a constant over all of the layers. Toward addressing this issue, we present Groupable ConvNet (GroupNet) built by using a novel dynamic grouping convolution (DGConv) operation, which is able to learn the number of groups in an end-to-end manner. The proposed approach has several appealing benefits. (1) DGConv provides a unified convolution representation and covers many existing convolution operations such as regular dense convolution, group convolution, and depthwise convolution. (2) DGConv is a differentiable and flexible operation which learns to perform various convolutions from training data. (3) GroupNet trained with DGConv learns different number of groups for different convolution layers. Extensive experiments demonstrate that GroupNet outperforms its counterparts such as ResNet and ResNeXt in terms of accuracy and computational complexity. We also present introspection and reproducibility study, for the first time, showing the learning dynamics of training group numbers."
Differentiable Soft Quantization: Bridging Full-Precision and Low-Bit Neural Networks,"Ruihao Gong, Xianglong Liu, Shenghu Jiang, Tianxiang Li, Peng Hu, Jiazhen Lin, Fengwei Yu, Junjie Yan","SenseTime Group Limited; State Key Laboratory of Software Development Environment, Beihang University; Beijing Institute of Technology",100.0,"China, china, usa",0.0,,"Hardware-friendly network quantization (e.g., binary/uniform quantization) can efficiently accelerate the inference and meanwhile reduce memory consumption of the deep neural networks, which is crucial for model deployment on resource-limited devices like mobile phones. However, due to the discreteness of low-bit quantization, existing quantization methods often face the unstable training process and severe performance degradation. To address this problem, in this paper we propose Differentiable Soft Quantization (DSQ) to bridge the gap between the full-precision and low-bit networks. DSQ can automatically evolve during training to gradually approximate the standard quantization. Owing to its differentiable property, DSQ can help pursue the accurate gradients in backward propagation, and reduce the quantization loss in forward process with an appropriate clipping range. Extensive experiments over several popular network structures show that training low-bit neural networks with DSQ can consistently outperform state-of-the-art quantization methods. Besides, our first efficient implementation for deploying 2 to 4-bit DSQ on devices with ARM architecture achieves up to 1.7x speed up, compared with the open-source 8-bit high-performance inference framework NCNN [31].",,http://openaccess.thecvf.com/content_ICCV_2019/html/Gong_Differentiable_Soft_Quantization_Bridging_Full-Precision_and_Low-Bit_Neural_Networks_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Gong_Differentiable_Soft_Quantization_Bridging_Full-Precision_and_Low-Bit_Neural_Networks_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9010945/,"['Quantization (signal)', 'Training', 'Standards', 'Neural networks', 'Acceleration', 'Hardware', 'Backpropagation']","['Neural Network', 'Soft Quantization', 'Quantification Method', 'Inference Framework', 'Forward Process', 'Open-source Framework', 'Backward Propagation', 'Standard Quantum', 'Uniform Quantization', 'Network Quantization', 'Cylindrical', 'Quantum', 'Convolutional Layers', 'Quantization Error', 'Sign Function', 'Middle Range', 'Forward Pass', 'Quantification Model', 'Inference Speed', 'Backward Process', 'Asymptotic Function', 'Bit-width', 'Uniform Method', 'Bitwise Operations', 'Uniform Model']",,240,"Hardware-friendly network quantization (e.g., binary/uniform quantization) can efficiently accelerate the inference and meanwhile reduce memory consumption of the deep neural networks, which is crucial for model deployment on resource-limited devices like mobile phones. However, due to the discreteness of low-bit quantization, existing quantization methods often face the unstable training process and severe performance degradation. To address this problem, in this paper we propose Differentiable Soft Quantization (DSQ) to bridge the gap between the full-precision and low-bit networks. DSQ can automatically evolve during training to gradually approximate the standard quantization. Owing to its differentiable property, DSQ can help pursue the accurate gradients in backward propagation, and reduce the quantization loss in forward process with an appropriate clipping range. Extensive experiments over several popular network structures show that training low-bit neural networks with DSQ can consistently outperform state-of-the-art quantization methods. Besides, our first efficient implementation for deploying 2 to 4-bit DSQ on devices with ARM architecture achieves up to 1.7× speed up, compared with the open-source 8-bit high-performance inference framework NCNN [31]."
Digging Into Self-Supervised Monocular Depth Estimation,"ClÃ©ment Godard, Oisin Mac Aodha, Michael Firman, Gabriel J. Brostow","UCL; UCL, Niantic; Niantic; Caltech",75.0,"uk, usa",25.0,USA,"Per-pixel ground-truth depth data is challenging to acquire at scale. To overcome this limitation, self-supervised learning has emerged as a promising alternative for training models to perform monocular depth estimation. In this paper, we propose a set of improvements, which together result in both quantitatively and qualitatively improved depth maps compared to competing self-supervised methods. Research on self-supervised monocular training usually explores increasingly complex architectures, loss functions, and image formation models, all of which have recently helped to close the gap with fully-supervised methods. We show that a surprisingly simple model, and associated design choices, lead to superior predictions. In particular, we propose (i) a minimum reprojection loss, designed to robustly handle occlusions, (ii) a full-resolution multi-scale sampling method that reduces visual artifacts, and (iii) an auto-masking loss to ignore training pixels that violate camera motion assumptions. We demonstrate the effectiveness of each component in isolation, and show high quality, state-of-the-art results on the KITTI benchmark.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Godard_Digging_Into_Self-Supervised_Monocular_Depth_Estimation_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Godard_Digging_Into_Self-Supervised_Monocular_Depth_Estimation_ICCV_2019_paper.pdf,,www.github.com/nianticlabs/monodepth2,,main,Poster,https://ieeexplore.ieee.org/document/9009796/,"['Training', 'Estimation', 'Predictive models', 'Cameras', 'Image color analysis', 'Image reconstruction', 'Image matching']","['Depth Estimation', 'Monocular Depth Estimation', 'Self-supervised Monocular Depth Estimation', 'Depth Map', 'Self-supervised Learning', 'Camera Motion', 'Isolation Of Components', 'Ground Truth Depth', 'Image Pixels', 'Single Image', 'Image Reconstruction', 'Color Images', 'Depth Images', 'Source Images', 'Optical Flow', 'Object Motion', 'Pose Estimation', 'Flow Estimation', 'Camera Pose', 'Relative Pose', 'Median Scale', 'Reprojection Error', 'Depth Prediction', 'Stereo Pairs', 'View Synthesis', 'Self-supervised Approach', 'Self-supervised Training', 'Mixed Training', 'Matching Loss', 'Recent Approaches']",,1428,"Per-pixel ground-truth depth data is challenging to acquire at scale. To overcome this limitation, self-supervised learning has emerged as a promising alternative for training models to perform monocular depth estimation. In this paper, we propose a set of improvements, which together result in both quantitatively and qualitatively improved depth maps compared to competing self-supervised methods. Research on self-supervised monocular training usually explores increasingly complex architectures, loss functions, and image formation models, all of which have recently helped to close the gap with fully-supervised methods. We show that a surprisingly simple model, and associated design choices, lead to superior predictions. In particular, we propose (i) a minimum reprojection loss, designed to robustly handle occlusions, (ii) a full-resolution multi-scale sampling method that reduces visual artifacts, and (iii) an auto-masking loss to ignore training pixels that violate camera motion assumptions. We demonstrate the effectiveness of each component in isolation, and show high quality, state-of-the-art results on the KITTI benchmark."
